policy_name,scope,num_decisions,num_correct,accuracy,base_accuracy,wins_vs_base,regressions_vs_base,branch_rate,mean_branches_spawned,mean_selected_requests,mean_total_branch_requests
trigger=premature_stop_guard|budget=4|judge=majority_vote,n13_frozen,49,45,0.9183673469387755,0.8775510204081632,2,0,0.24489795918367346,0.9795918367346939,6.510204081632653,15.653061224489797
trigger=premature_stop_guard|budget=4|judge=majority_vote,n24_base,49,44,0.8979591836734694,0.9183673469387755,0,1,0.22448979591836735,0.8979591836734694,5.8979591836734695,12.979591836734693
trigger=premature_stop_guard|budget=4|judge=majority_vote,n25_r01,49,44,0.8979591836734694,0.8979591836734694,0,0,0.20408163265306123,0.8163265306122449,7.0,13.755102040816327
trigger=premature_stop_guard|budget=4|judge=majority_vote,n25_r02,49,42,0.8571428571428571,0.8571428571428571,0,0,0.20408163265306123,0.8163265306122449,7.020408163265306,12.918367346938776
trigger=premature_stop_guard|budget=4|judge=majority_vote,n25_r03,49,43,0.8775510204081632,0.8571428571428571,1,0,0.22448979591836735,0.8979591836734694,6.877551020408164,13.693877551020408
trigger=strict_final_conflict|budget=1|judge=base_reference,all_base_runs,245,216,0.8816326530612245,0.8816326530612245,0,0,0.053061224489795916,0.053061224489795916,6.726530612244898,7.661224489795918
trigger=strict_final_conflict|budget=1|judge=base_reference,n13_frozen,49,43,0.8775510204081632,0.8775510204081632,0,0,0.04081632653061224,0.04081632653061224,6.591836734693878,7.346938775510204
trigger=strict_final_conflict|budget=1|judge=base_reference,n24_base,49,45,0.9183673469387755,0.9183673469387755,0,0,0.0,0.0,6.204081632653061,6.204081632653061
trigger=strict_final_conflict|budget=1|judge=base_reference,n25_r01,49,44,0.8979591836734694,0.8979591836734694,0,0,0.061224489795918366,0.061224489795918366,7.0,8.10204081632653
trigger=strict_final_conflict|budget=1|judge=base_reference,n25_r02,49,42,0.8571428571428571,0.8571428571428571,0,0,0.08163265306122448,0.08163265306122448,7.020408163265306,8.428571428571429
trigger=strict_final_conflict|budget=1|judge=base_reference,n25_r03,49,42,0.8571428571428571,0.8571428571428571,0,0,0.08163265306122448,0.08163265306122448,6.816326530612245,8.224489795918368
trigger=strict_final_conflict|budget=1|judge=cautious_fused_judge,all_base_runs,245,222,0.9061224489795918,0.8816326530612245,6,0,0.053061224489795916,0.053061224489795916,6.653061224489796,7.661224489795918
trigger=strict_final_conflict|budget=1|judge=cautious_fused_judge,n13_frozen,49,44,0.8979591836734694,0.8775510204081632,1,0,0.04081632653061224,0.04081632653061224,6.469387755102041,7.346938775510204
trigger=strict_final_conflict|budget=1|judge=cautious_fused_judge,n24_base,49,45,0.9183673469387755,0.9183673469387755,0,0,0.0,0.0,6.204081632653061,6.204081632653061
trigger=strict_final_conflict|budget=1|judge=cautious_fused_judge,n25_r01,49,45,0.9183673469387755,0.8979591836734694,1,0,0.061224489795918366,0.061224489795918366,6.959183673469388,8.10204081632653
