policy_name,branch_trigger_threshold,continuation_value_threshold,max_branches,num_cases,candidate_pool_recall_count,candidate_pool_recall,num_correct,accuracy,mean_selected_requests,mean_total_replayed_requests,median_total_replayed_requests,p90_total_replayed_requests,p95_total_replayed_requests,max_total_replayed_requests,triggered_case_count_by_probability,branch_cases_with_saved_rows,branch_rows_replayed,extra_roots_total,overrides_applied,candidate_pool_misses,misses
adaptive_value_branching_v1,0.805,0.025,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,11.857142857142858,5.0,26.80000000000001,53.99999999999997,85.0,6,6,17,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.8058,0.0,3,49,49,1.0,48,0.9795918367346939,7.122448979591836,11.877551020408163,5.0,23.60000000000001,67.39999999999989,85.0,5,5,15,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.80585,0.0,3,49,49,1.0,48,0.9795918367346939,7.122448979591836,11.877551020408163,5.0,23.60000000000001,67.39999999999989,85.0,5,5,15,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.225,0.0,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,12.346938775510203,5.0,26.80000000000001,67.39999999999989,85.0,6,6,18,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.5,0.0,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,12.346938775510203,5.0,26.80000000000001,67.39999999999989,85.0,6,6,18,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.75,0.0,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,12.346938775510203,5.0,26.80000000000001,67.39999999999989,85.0,6,6,18,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.8,0.0,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,12.346938775510203,5.0,26.80000000000001,67.39999999999989,85.0,6,6,18,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.805,0.0,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,12.346938775510203,5.0,26.80000000000001,67.39999999999989,85.0,6,6,18,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
fixed_budget_3_threshold_0_80,0.8,,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,12.346938775510203,5.0,26.80000000000001,67.39999999999989,85.0,6,6,18,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.98,0.075,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.1,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.125,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.15,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.175,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.2,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.25,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.3,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.4,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.571428571428571,5.0,17.400000000000006,23.599999999999994,45.0,2,2,2,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
adaptive_value_branching_v1,0.98,0.05,3,49,48,0.9795918367346939,47,0.9591836734693877,6.959183673469388,7.6938775510204085,5.0,19.0,23.599999999999994,45.0,2,2,3,12,1,test:81691,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis; test:81691:Croup->Acute otitis media
